pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
0;0;14;0;1;0;2;8;0;4
0;0;6;0;1;0;7;6;0;9
0;0;17;0;0;0;3;5;0;4
0;0;7;0;8;0;7;5;0;2
0;0;10;0;7;0;2;7;0;2
0;0;11;0;5;0;4;7;0;1
0;0;9;0;3;0;12;2;0;3
0;0;8;0;3;0;3;12;0;3
0;0;7;0;3;0;6;2;0;11
0;0;3;0;2;0;1;5;0;18
