Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;-0.1081274253;0.108577633;0.04961703195;0.108577633;0.05288867827;-0.1285293589;0.1212121212;0.0232011232;0.1212121212;0.03644966145
2;-0.1401993119;0.1552660152;0.0579680176;0.1552660152;0.06592083814;-0.1448632992;0.1688311688;0.03359456635;0.1688311688;0.05603828625
3;-0.1527880257;0.1574375679;0.05769403124;0.1574375679;0.05938812868;-0.153887494;0.1731601732;0.08572115153;0.1731601732;0.07332151777
4;-0.1540357764;0.1617806732;0.06497727714;0.1617806732;0.08898290089;-0.1557715568;0.1688311688;0.03565797975;0.1688311688;0.0586020461
5;-0.1718281644;0.1802388708;0.08134180684;0.1802388708;0.09348825884;-0.1653314769;0.1818181818;0.05514063847;0.1818181818;0.08317930697
6;-0.1773602059;0.1856677524;0.08097006552;0.1856677524;0.1011541091;-0.1512943143;0.1601731602;0.07129597253;0.1601731602;0.08649981714
7;-0.1869293265;0.2019543974;0.1054007868;0.2019543974;0.1303692327;-0.1707193802;0.1861471861;0.07719671863;0.1861471861;0.08904874828
8;-0.1894035485;0.2019543974;0.09971963704;0.2019543974;0.1152693022;-0.1734705739;0.1861471861;0.1065318512;0.1861471861;0.1082795163
9;-0.197001954;0.2128121607;0.1231800447;0.2128121607;0.1279178404;-0.169572488;0.1904761905;0.1064222667;0.1904761905;0.1153863182
10;-0.1991709538;0.217155266;0.1172797777;0.217155266;0.1321014879;-0.179661628;0.2251082251;0.1219821441;0.2251082251;0.1444138805
11;-0.2052681275;0.23669924;0.1363235031;0.23669924;0.158381134;-0.1806232228;0.1991341991;0.0900399995;0.1991341991;0.1042869116
12;-0.2111285901;0.2290988056;0.1313094994;0.2290988056;0.1507674789;-0.1851025213;0.2077922078;0.09777594539;0.2077922078;0.1226796793
13;-0.2126188205;0.23669924;0.1283311828;0.23669924;0.154375465;-0.182198016;0.1991341991;0.1310875918;0.1991341991;0.126761719
14;-0.210760722;0.2280130293;0.1259389003;0.2280130293;0.1445825653;-0.1806262235;0.1948051948;0.1211231924;0.1948051948;0.1144132977
15;-0.2187238095;0.2442996743;0.1322615414;0.2442996743;0.1617139071;-0.1847269154;0.1991341991;0.1252354351;0.1991341991;0.1183358791
16;-0.2154367698;0.2290988056;0.1331916345;0.2290988056;0.1529371677;-0.1822623832;0.2034632035;0.1126650712;0.2034632035;0.1295453366
17;-0.2208209063;0.2432138979;0.1355356929;0.2432138979;0.1621403983;-0.1849550485;0.2077922078;0.114854844;0.2077922078;0.1247140898
