Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;-0.09296439036;0.09120521173;0.08728211618;0.09120521173;0.04335060577;-0.1266278538;0.1385281385;0.2309186474;0.1385281385;0.06772760904
2;-0.1454552201;0.1574375679;0.07007717606;0.1574375679;0.08051979768;-0.1423635742;0.1645021645;0.06821066762;0.1645021645;0.06275595145
3;-0.1592922809;0.1693811075;0.1649615065;0.1693811075;0.0820750801;-0.1451934382;0.1298701299;0.02924482924;0.1298701299;0.04758993219
4;-0.174085275;0.1900108578;0.2013955888;0.1900108578;0.1075941596;-0.1651561165;0.1818181818;0.1007709431;0.1818181818;0.1121167305
5;-0.1806321812;0.2149837134;0.1587379372;0.2149837134;0.1337620949;-0.1694700897;0.1818181818;0.1028595912;0.1818181818;0.1167807509
6;-0.1931957727;0.2160694897;0.1749790827;0.2160694897;0.1473171008;-0.1667531643;0.1601731602;0.09615620346;0.1601731602;0.0986647791
7;-0.1929909575;0.2160694897;0.1679066503;0.2160694897;0.1456393388;-0.1786333757;0.1818181818;0.1221470625;0.1818181818;0.1155751278
8;-0.1817181488;0.1943539631;0.1162695595;0.1943539631;0.1138542736;-0.173966185;0.1731601732;0.1121007237;0.1731601732;0.1120140416
9;-0.2103169056;0.2290988056;0.1588837846;0.2290988056;0.1623517797;-0.1873882473;0.2121212121;0.1455125562;0.2121212121;0.1311395042
10;-0.2159531235;0.2442996743;0.1757824841;0.2442996743;0.176512369;-0.1835802068;0.1774891775;0.1170108471;0.1774891775;0.1038563598
11;-0.2216900487;0.2508143322;0.1789668769;0.2508143322;0.1808541885;-0.1949537506;0.2034632035;0.1364695112;0.2034632035;0.1321707809
12;-0.2212727545;0.2519001086;0.3025471274;0.2519001086;0.1893174612;-0.1818216905;0.1904761905;0.1624873456;0.1904761905;0.1471002816
13;-0.2288636852;0.2616720955;0.2862712704;0.2616720955;0.1952367968;-0.1915164232;0.2121212121;0.1778344933;0.2121212121;0.1518155568
14;-0.2311815916;0.2519001086;0.3008192775;0.2519001086;0.1889662455;-0.188747972;0.1818181818;0.0953953954;0.1818181818;0.1165921969
15;-0.2377138794;0.2649294245;0.2817775957;0.2649294245;0.1979902765;-0.1920680476;0.1991341991;0.1224941711;0.1991341991;0.1276409223
16;-0.2401403254;0.2616720955;0.3060267814;0.2616720955;0.1975163889;-0.1868134728;0.1818181818;0.130116989;0.1818181818;0.1278855443
