Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;-0.09776914915;0.09771986971;0.06027140932;0.09771986971;0.05440771166;-0.1120464935;0.09956709957;0.01517212946;0.09956709957;0.02332814799
2;-0.1210514454;0.1226927253;0.02355475352;0.1226927253;0.03917169553;-0.1315275498;0.1515151515;0.03001853612;0.1515151515;0.05008028327
3;-0.146923859;0.1574375679;0.04456961318;0.1574375679;0.06697732228;-0.1412265033;0.1558441558;0.04778235576;0.1558441558;0.0607554537
4;-0.1610166084;0.1737242128;0.05455516856;0.1737242128;0.08233319979;-0.1441432719;0.1515151515;0.04194340954;0.1515151515;0.06228232192
5;-0.1779265333;0.1965255157;0.06037866502;0.1965255157;0.09205261331;-0.1506502981;0.1428571429;0.03688153034;0.1428571429;0.05301087678
6;-0.1633213191;0.1672095548;0.0530899994;0.1672095548;0.07990794923;-0.1467757603;0.1515151515;0.04349903383;0.1515151515;0.06688356491
7;-0.1803901546;0.1954397394;0.06849024193;0.1954397394;0.09390185161;-0.1520976007;0.1645021645;0.05079724857;0.1645021645;0.07676517052
8;-0.1862771156;0.2030401737;0.08816286365;0.2030401737;0.1123796983;-0.1601686319;0.1731601732;0.07426597815;0.1731601732;0.09400824018
9;-0.1844591906;0.1943539631;0.09745353568;0.1943539631;0.1117338015;-0.1530536711;0.1515151515;0.04398998006;0.1515151515;0.06741852407
10;-0.1953818734;0.213897937;0.08352972346;0.213897937;0.1193108145;-0.167299069;0.1774891775;0.06935345808;0.1774891775;0.09929266414
11;-0.2038752516;0.2160694897;0.112665683;0.2160694897;0.1282378015;-0.1576787531;0.1688311688;0.06744087031;0.1688311688;0.08940444112
12;-0.2081818853;0.223669924;0.1172292975;0.223669924;0.1404422522;-0.1740683004;0.1948051948;0.1045454545;0.1948051948;0.1237347501
13;-0.2123059148;0.2377850163;0.1179858812;0.2377850163;0.1539937326;-0.1753523146;0.2034632035;0.09632715825;0.2034632035;0.1214692904
14;-0.2168195967;0.233441911;0.1163120022;0.233441911;0.1434373228;-0.1593740409;0.1645021645;0.08534656259;0.1645021645;0.1070442777
15;-0.2171479649;0.23669924;0.1208613362;0.23669924;0.1536702917;-0.1750521943;0.1991341991;0.08500720158;0.1991341991;0.1158597493
16;-0.2264178336;0.2551574376;0.1301515056;0.2551574376;0.1674351034;-0.176718318;0.1991341991;0.1134726899;0.1991341991;0.1238693684
17;-0.2287625383;0.2529858849;0.1288265666;0.2529858849;0.1665118325;-0.1785694182;0.1861471861;0.0932533014;0.1861471861;0.1198628663
18;-0.234275619;0.2584147666;0.1351838681;0.2584147666;0.1677432448;-0.1830016727;0.2164502165;0.1052169854;0.2164502165;0.1351351581
19;-0.2398208835;0.2638436482;0.1342009234;0.2638436482;0.1734931463;-0.1808793915;0.2034632035;0.1114880687;0.2034632035;0.1304150749
20;-0.2370361894;0.2660152009;0.1397878811;0.2660152009;0.175059834;-0.1817492192;0.2034632035;0.09984008296;0.2034632035;0.1273782312
21;-0.2381072001;0.2605863192;0.1315448757;0.2605863192;0.1687197992;-0.1747326046;0.1861471861;0.08127664759;0.1861471861;0.1045337415
22;-0.2327907901;0.2529858849;0.1303142054;0.2529858849;0.1672166591;-0.1786747952;0.1774891775;0.1036673523;0.1774891775;0.1129335422
23;-0.2441480934;0.2562432139;0.1302975434;0.2562432139;0.1669263023;-0.1794507797;0.1688311688;0.07992955958;0.1688311688;0.1021707951
