######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-40                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: DenseBaseline                                                                                          #
# SUBSET    : 2/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=16, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# =================================================================                                                  #
# Layer (type:depth-idx)                   Param #                                                                   #
# =================================================================                                                  #
# DenseBaseline                            --                                                                        #
# ├─Flatten: 1-1                           --                                                                        #
# ├─Linear: 1-2                            2,570                                                                     #
# =================================================================                                                  #
# Total params: 2,570                                                                                                #
# Trainable params: 2,570                                                                                            #
# Non-trainable params: 0                                                                                            #
# =================================================================                                                  #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
|  018/050|  0.5750|  0.8708|  0.8736|  0.8708|  0.8711|  0.6373|  0.8268|  0.8329|  0.8268|  0.8261|
|  019/050|  0.5617|  0.8719|  0.8744|  0.8719|  0.8723|  0.6262|  0.8355|  0.8430|  0.8355|  0.8343|
|  020/050|  0.5447|  0.8730|  0.8760|  0.8730|  0.8734|  0.6131|  0.8225|  0.8286|  0.8225|  0.8216|
|  021/050|  0.5320|  0.8773|  0.8796|  0.8773|  0.8775|  0.6007|  0.8268|  0.8329|  0.8268|  0.8261|
|  022/050|  0.5218|  0.8795|  0.8809|  0.8795|  0.8795|  0.5933|  0.8312|  0.8384|  0.8312|  0.8304|
|  023/050|  0.5102|  0.8773|  0.8794|  0.8773|  0.8774|  0.5839|  0.8268|  0.8341|  0.8268|  0.8262|
|  024/050|  0.4973|  0.8838|  0.8848|  0.8838|  0.8837|  0.5731|  0.8355|  0.8408|  0.8355|  0.8347|
|  025/050|  0.4848|  0.8817|  0.8833|  0.8817|  0.8818|  0.5665|  0.8398|  0.8477|  0.8398|  0.8397|
|  026/050|  0.4778|  0.8871|  0.8882|  0.8871|  0.8871|  0.5601|  0.8355|  0.8435|  0.8355|  0.8353|
|  027/050|  0.4683|  0.8827|  0.8848|  0.8827|  0.8830|  0.5527|  0.8355|  0.8435|  0.8355|  0.8353|
|  028/050|  0.4595|  0.8882|  0.8888|  0.8882|  0.8880|  0.5473|  0.8398|  0.8495|  0.8398|  0.8396|
|  029/050|  0.4507|  0.8903|  0.8920|  0.8903|  0.8904|  0.5401|  0.8442|  0.8522|  0.8442|  0.8441|
|  030/050|  0.4429|  0.8903|  0.8925|  0.8903|  0.8906|  0.5355|  0.8485|  0.8556|  0.8485|  0.8486|
|  031/050|  0.4370|  0.8947|  0.8965|  0.8947|  0.8947|  0.5289|  0.8528|  0.8598|  0.8528|  0.8532|
|  032/050|  0.4315|  0.8969|  0.8985|  0.8969|  0.8967|  0.5265|  0.8398|  0.8510|  0.8398|  0.8396|
|  033/050|  0.4244|  0.8979|  0.8988|  0.8979|  0.8978|  0.5214|  0.8398|  0.8472|  0.8398|  0.8394|
|  034/050|  0.4144|  0.9034|  0.9042|  0.9034|  0.9032|  0.5175|  0.8528|  0.8600|  0.8528|  0.8528|
|  035/050|  0.4101|  0.9045|  0.9056|  0.9045|  0.9043|  0.5131|  0.8571|  0.8654|  0.8571|  0.8579|
|  036/050|  0.4027|  0.9055|  0.9061|  0.9055|  0.9053|  0.5104|  0.8528|  0.8606|  0.8528|  0.8529|
|  037/050|  0.3963|  0.9023|  0.9032|  0.9023|  0.9021|  0.5055|  0.8442|  0.8503|  0.8442|  0.8438|
|  038/050|  0.3917|  0.9066|  0.9076|  0.9066|  0.9065|  0.5035|  0.8485|  0.8549|  0.8485|  0.8484|
|  039/050|  0.3866|  0.9045|  0.9050|  0.9045|  0.9041|  0.4992|  0.8398|  0.8468|  0.8398|  0.8397|
|  040/050|  0.3821|  0.9055|  0.9066|  0.9055|  0.9055|  0.4973|  0.8398|  0.8475|  0.8398|  0.8395|
|  041/050|  0.3782|  0.9045|  0.9054|  0.9045|  0.9044|  0.4934|  0.8398|  0.8476|  0.8398|  0.8398|
|  042/050|  0.3707|  0.9121|  0.9126|  0.9121|  0.9118|  0.4903|  0.8442|  0.8514|  0.8442|  0.8444|
|  043/050|  0.3668|  0.9121|  0.9128|  0.9121|  0.9120|  0.4879|  0.8442|  0.8514|  0.8442|  0.8444|
|  044/050|  0.3634|  0.9131|  0.9141|  0.9131|  0.9132|  0.4860|  0.8485|  0.8565|  0.8485|  0.8490|
|  045/050|  0.3566|  0.9131|  0.9141|  0.9131|  0.9131|  0.4824|  0.8485|  0.8542|  0.8485|  0.8482|
|  046/050|  0.3521|  0.9153|  0.9160|  0.9153|  0.9153|  0.4814|  0.8442|  0.8496|  0.8442|  0.8436|
|  047/050|  0.3502|  0.9142|  0.9148|  0.9142|  0.9142|  0.4791|  0.8485|  0.8558|  0.8485|  0.8485|
|  048/050|  0.3452|  0.9186|  0.9190|  0.9186|  0.9185|  0.4781|  0.8398|  0.8455|  0.8398|  0.8396|
|  049/050|  0.3399|  0.9186|  0.9191|  0.9186|  0.9184|  0.4762|  0.8485|  0.8552|  0.8485|  0.8483|
|  050/050|  0.3369|  0.9240|  0.9240|  0.9240|  0.9238|  0.4738|  0.8442|  0.8500|  0.8442|  0.8441|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.4531                                                                                                 #
# ACCURACY  : 0.8507                                                                                                 #
# PRECISION : 0.8560                                                                                                 #
# RECALL    : 0.8507                                                                                                 #
# F1        : 0.8498                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[27  0  0  0  0  0  1  0  1  0]                                                                                   #
#  [ 0 28  1  0  0  0  0  0  0  0]                                                                                   #
#  [ 0  0 23  3  0  0  1  0  2  0]                                                                                   #
#  [ 0  0  0 25  0  2  0  0  2  0]                                                                                   #
#  [ 0  0  1  0 25  0  0  0  1  1]                                                                                   #
#  [ 4  1  0  0  2 19  1  0  1  0]                                                                                   #
#  [ 2  0  1  0  1  0 24  0  1  0]                                                                                   #
#  [ 0  0  0  0  0  0  0 29  0  0]                                                                                   #
#  [ 0  1  0  3  1  0  0  0 23  1]                                                                                   #
#  [ 0  0  0  0  5  1  0  1  0 22]]                                                                                  #
######################################################################################################################
