pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
0;0;2;0;0;0;4;0;0;23
0;4;1;0;0;0;1;0;0;23
0;0;11;0;0;0;4;0;0;14
0;4;2;0;0;0;10;0;0;13
0;1;2;0;0;1;5;0;0;19
0;3;1;0;0;0;7;0;0;17
0;0;1;0;0;0;10;0;0;18
0;2;3;0;0;1;1;0;0;22
0;2;1;0;0;0;4;0;0;22
0;4;1;0;0;0;2;0;0;22
