pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
10;0;0;9;1;2;3;2;2;0
6;1;0;16;1;0;0;2;3;0
8;0;1;16;1;0;1;1;1;0
3;0;0;16;1;0;3;5;1;0
8;0;1;12;1;0;3;1;2;0
9;1;1;9;0;2;2;1;3;0
8;0;0;6;0;2;8;3;2;0
6;0;0;13;0;1;5;3;1;0
2;0;0;15;1;0;5;3;3;0
11;0;0;12;0;0;4;2;0;0
