pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
25;0;1;3;0;0;0;0;0;0
1;26;0;1;0;0;1;0;0;0
0;0;14;1;8;0;6;0;0;0
0;0;0;24;4;0;1;0;0;0
0;0;2;0;23;1;2;0;0;0
0;0;0;0;0;23;0;3;0;2
6;0;4;3;5;0;11;0;0;0
0;0;0;0;0;1;0;27;0;1
0;0;0;0;0;0;0;0;29;0
0;0;0;0;0;1;0;3;0;25
