Image_name,PCC_clean,PSNR_clean,PCC_noised,PSNR_noised,circuit_size,circuit_depth
image_000,0.9627943385280783,28.54635937000816,0.9065552123415055,28.34857033098789,9,3
image_001,0.954932419700981,28.66137090170085,0.8969129314770681,28.65064946661959,9,3
