pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
16;0;0;0;4;6;0;0;0;3
8;0;0;1;5;6;1;0;1;7
11;0;0;1;4;6;3;0;1;3
8;0;0;0;6;4;2;0;1;8
6;0;0;0;5;4;1;0;2;10
10;0;0;0;4;4;3;0;2;5
8;0;0;0;9;7;1;0;2;2
10;0;0;0;7;2;0;1;1;8
8;1;0;1;6;5;0;0;4;4
8;0;0;0;10;2;0;1;3;5
