pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
9;1;1;2;2;3;1;1;5;4
2;13;1;1;0;1;4;3;4;0
1;5;2;3;2;2;4;4;2;4
1;0;1;9;2;2;7;4;0;3
4;4;1;1;3;4;3;3;2;3
3;1;2;3;5;4;2;1;2;5
2;4;6;3;0;2;9;2;1;0
2;1;4;4;0;3;5;5;1;4
1;2;2;6;4;3;2;3;4;2
1;2;4;6;2;1;2;3;3;5
