pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
4;5;4;5;4;1;1;0;1;4
1;12;5;4;1;1;1;1;2;1
2;4;4;2;2;3;5;5;0;2
2;3;5;6;2;3;3;1;1;3
1;1;1;3;12;1;0;3;2;4
4;1;1;6;3;3;5;3;0;2
1;2;7;1;1;5;4;6;2;0
3;1;2;0;11;2;3;4;1;2
2;1;1;2;7;1;1;5;4;5
1;0;4;2;7;1;0;5;2;7
