Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.307645818;0.09446254072;0.03661296753;0.09446254072;0.03732064613;2.30210557;0.09956709957;0.009913607316;0.09956709957;0.01803183693
2;2.297524111;0.09771986971;0.1353560203;0.09771986971;0.03888892958;2.30105745;0.1471861472;0.1076446557;0.1471861472;0.1075180937
3;2.291440861;0.1346362649;0.4139178843;0.1346362649;0.09357073235;2.300946887;0.06926406926;0.1244609625;0.06926406926;0.03942718019
4;2.283265393;0.2388707926;0.519168622;0.2388707926;0.1952920509;2.299226904;0.1168831169;0.2498298605;0.1168831169;0.1084239572
5;2.275885274;0.3333333333;0.4788577118;0.3333333333;0.3227748026;2.298871422;0.1298701299;0.1255651756;0.1298701299;0.07915461796
6;2.267707393;0.2953311618;0.5868954193;0.2953311618;0.2783968288;2.297038412;0.1212121212;0.2096278577;0.1212121212;0.1065857325
7;2.260205265;0.2899022801;0.6064863627;0.2899022801;0.2254962591;2.295578289;0.1645021645;0.1601185394;0.1645021645;0.09863485316
8;2.25188116;0.4516829533;0.5788426929;0.4516829533;0.4166981816;2.294597101;0.1948051948;0.1685530156;0.1948051948;0.1463533112
9;2.243381249;0.4180238871;0.6023020723;0.4180238871;0.4140754533;2.293712552;0.1168831169;0.2023100426;0.1168831169;0.1084782643
10;2.235814917;0.539630836;0.6501052172;0.539630836;0.5531115698;2.292524672;0.1818181818;0.18745126;0.1818181818;0.1615589406
11;2.22869314;0.5081433225;0.6357156465;0.5081433225;0.5048558452;2.290950775;0.1645021645;0.1972739353;0.1645021645;0.1657888896
12;2.220620381;0.5048859935;0.6213876987;0.5048859935;0.4903111102;2.289227327;0.1904761905;0.2086502002;0.1904761905;0.1871913126
13;2.212609817;0.437567861;0.6626954494;0.437567861;0.4333197427;2.288211139;0.1861471861;0.2137071978;0.1861471861;0.1661182567
14;2.207454591;0.4788273616;0.5743670091;0.4788273616;0.4513539838;2.286883593;0.1861471861;0.2122028894;0.1861471861;0.1544232711
15;2.196811162;0.6275787188;0.6518950844;0.6275787188;0.6253012026;2.285576407;0.1991341991;0.2967932008;0.1991341991;0.1886731666
16;2.189616631;0.6047774159;0.6501513448;0.6047774159;0.6051108734;2.28418773;0.2121212121;0.2151550498;0.2121212121;0.1889419882
17;2.179745201;0.5874049946;0.712875471;0.5874049946;0.5897518311;2.282196442;0.1904761905;0.1961529684;0.1904761905;0.181136264
18;2.173992186;0.5613463626;0.6500843062;0.5613463626;0.5694125391;2.280088011;0.2337662338;0.2825290267;0.2337662338;0.2150284895
19;2.165334373;0.6167209555;0.7077010502;0.6167209555;0.6048394637;2.27862312;0.1948051948;0.1774168919;0.1948051948;0.1813041957
20;2.156895707;0.6373507058;0.7007944314;0.6373507058;0.6271768558;2.277980598;0.2034632035;0.1917422666;0.2034632035;0.1864681605
21;2.149268475;0.6427795874;0.6778209685;0.6427795874;0.6393949139;2.276336908;0.2034632035;0.1998600414;0.2034632035;0.1937649578
22;2.140890056;0.6894679696;0.6989969154;0.6894679696;0.6881877746;2.274768988;0.2077922078;0.2061750621;0.2077922078;0.1984249776
23;2.133503022;0.6199782845;0.7084304048;0.6199782845;0.6169891052;2.272449732;0.2207792208;0.2004670285;0.2207792208;0.2012317862
24;2.126432579;0.5819761129;0.7101283039;0.5819761129;0.5982581127;2.271942298;0.1948051948;0.1881657558;0.1948051948;0.184313268
25;2.116672417;0.6666666667;0.7149627059;0.6666666667;0.6632351345;2.270065816;0.2251082251;0.2150684966;0.2251082251;0.2173287983
26;2.109445798;0.6796959826;0.7032273419;0.6796959826;0.6777634672;2.269229237;0.1991341991;0.2163002823;0.1991341991;0.1981331345
27;2.10241058;0.6590662324;0.6964063293;0.6590662324;0.6570910004;2.267520952;0.2207792208;0.2203459435;0.2207792208;0.2126137006
28;2.094246355;0.6786102063;0.704645463;0.6786102063;0.6785446998;2.265280867;0.2337662338;0.2323616238;0.2337662338;0.2301648466
29;2.08611386;0.6916395223;0.7241842072;0.6916395223;0.6915586623;2.264014085;0.2207792208;0.2102518273;0.2207792208;0.2078431324
30;2.078467612;0.6872964169;0.7117589236;0.6872964169;0.6818768449;2.26275274;0.2121212121;0.2156215407;0.2121212121;0.2070522642
31;2.071487484;0.6786102063;0.6966796991;0.6786102063;0.6752057398;2.262248468;0.2077922078;0.1944257292;0.2077922078;0.1901582583
32;2.062661701;0.6970684039;0.7195073751;0.6970684039;0.696077828;2.259314553;0.2164502165;0.2023725677;0.2164502165;0.2056023594
33;2.055994605;0.6818675353;0.7089599902;0.6818675353;0.6808826728;2.258838399;0.2294372294;0.2177489858;0.2294372294;0.2165978989
34;2.048791752;0.6818675353;0.7013050242;0.6818675353;0.6757956197;2.258201408;0.2121212121;0.2108572107;0.2121212121;0.1994537526
35;2.042411235;0.680781759;0.7102313031;0.680781759;0.671345553;2.25604647;0.1948051948;0.2001899698;0.1948051948;0.1827811524
36;2.033336868;0.7014115092;0.716979209;0.7014115092;0.6990716897;2.254747248;0.2251082251;0.2189392473;0.2251082251;0.2142437403
37;2.025179403;0.7176981542;0.7288531039;0.7176981542;0.7170538087;2.25325017;0.2164502165;0.2123908866;0.2164502165;0.2096121262
38;2.018985695;0.7068403909;0.7358817846;0.7068403909;0.7060249074;2.251672061;0.2294372294;0.2329120831;0.2294372294;0.2256734869
39;2.011131268;0.7122692725;0.7240274942;0.7122692725;0.711147411;2.250001017;0.2380952381;0.2265890043;0.2380952381;0.2293165797
40;2.003304673;0.6981541802;0.723993044;0.6981541802;0.6934342716;2.248811499;0.2164502165;0.2165136837;0.2164502165;0.2131417801
41;1.997212992;0.7122692725;0.723005333;0.7122692725;0.7129770838;2.24749608;0.2207792208;0.207826034;0.2207792208;0.2077666135
42;1.987795902;0.7133550489;0.7298980365;0.7133550489;0.7121591855;2.246250534;0.2251082251;0.200453431;0.2251082251;0.2056338892
43;1.979925918;0.7209554832;0.7370771143;0.7209554832;0.714412238;2.245316664;0.2337662338;0.2249566477;0.2337662338;0.2223067858
44;1.973831682;0.7372421281;0.7444127801;0.7372421281;0.7364187129;2.244074551;0.2251082251;0.2101525819;0.2251082251;0.2092058332
45;1.967880446;0.7100977199;0.7258047101;0.7100977199;0.7040546627;2.242958864;0.2077922078;0.1998187262;0.2077922078;0.1955972471
