pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
6;4;1;7;2;1;1;5;0;2
0;14;3;3;2;1;2;3;1;0
2;2;6;6;0;2;3;5;1;2
1;1;4;8;2;2;4;5;1;1
3;3;4;2;3;0;4;3;2;4
4;4;5;2;2;1;3;2;3;2
1;6;4;2;1;2;6;5;0;2
0;2;0;6;1;1;3;9;0;7
2;2;6;4;2;1;4;4;4;0
2;1;1;4;3;3;4;6;1;4
