Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;1.777746614;0.5244299674;0.5230341374;0.5244299674;0.5228723902;0.9546719432;0.6753246753;0.7226959353;0.6753246753;0.6528969815
2;0.5913419377;0.8089033659;0.8095788343;0.8089033659;0.8089857724;0.8637911379;0.7316017316;0.795428509;0.7316017316;0.727969412
3;0.4806865169;0.8436482085;0.8442270454;0.8436482085;0.8435944884;1.124913528;0.7229437229;0.7979021146;0.7229437229;0.7062255953
4;0.3943732502;0.8642779587;0.8652951835;0.8642779587;0.8645192261;0.7896831935;0.7748917749;0.8143788222;0.7748917749;0.7732914663
5;0.352433715;0.8870792617;0.8867643186;0.8870792617;0.8867572153;0.7935037096;0.7619047619;0.7738815631;0.7619047619;0.7593191972
6;0.5409343123;0.8371335505;0.8375712183;0.8371335505;0.8370576268;0.7528188388;0.7792207792;0.8085312809;0.7792207792;0.7758329876
7;0.2558045029;0.9185667752;0.9186624297;0.9185667752;0.9185757044;0.9036831836;0.8051948052;0.810787182;0.8051948052;0.8007490085
8;0.2943802912;0.9055374593;0.9063618732;0.9055374593;0.9057796757;0.9234963561;0.7748917749;0.8228074549;0.7748917749;0.7698154717
9;0.3678337241;0.901194354;0.9010468245;0.901194354;0.9008280729;1.679718141;0.696969697;0.7927623726;0.696969697;0.6629420714
10;0.3363711109;0.8968512486;0.897420114;0.8968512486;0.8969823397;1.390009856;0.7316017316;0.8131957662;0.7316017316;0.7356196557
11;0.3341916337;0.9022801303;0.902465214;0.9022801303;0.9022423389;0.9857902919;0.7748917749;0.7890782589;0.7748917749;0.7764176331
