Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;1.784284778;0.5157437568;0.5147365348;0.5157437568;0.5148276591;0.7211867829;0.7575757576;0.7839051873;0.7575757576;0.7539166625
2;0.6320917704;0.7904451683;0.7914891406;0.7904451683;0.79085745;1.223820329;0.6926406926;0.7842703014;0.6926406926;0.6667722555
3;0.5644498764;0.8284473398;0.828153664;0.8284473398;0.8281010705;0.986836038;0.7575757576;0.8034438073;0.7575757576;0.7448068548
4;0.472394717;0.8490770901;0.8494563276;0.8490770901;0.8491506803;1.012494481;0.7445887446;0.8125824209;0.7445887446;0.7291160248
5;0.4456173676;0.8610206298;0.8603156565;0.8610206298;0.8604523637;0.9325976034;0.7662337662;0.8017286388;0.7662337662;0.7589375184
6;0.58293748;0.8425624321;0.8413203595;0.8425624321;0.841749861;1.057761365;0.7619047619;0.7909888997;0.7619047619;0.7596298622
