Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;1.753615801;0.5515743757;0.5516786201;0.5515743757;0.5512441791;0.9650696754;0.6536796537;0.7223391327;0.6536796537;0.6412524584
2;0.6550081174;0.8045602606;0.8041636674;0.8045602606;0.8040071643;1.404154944;0.619047619;0.8053077165;0.619047619;0.6011076018
3;0.6012164025;0.8056460369;0.8046653422;0.8056460369;0.804949107;0.9249571582;0.7229437229;0.814619666;0.7229437229;0.7238456418
4;0.4897156525;0.8327904452;0.8338706144;0.8327904452;0.8331157963;1.235388688;0.658008658;0.7104407465;0.658008658;0.6439072006
5;0.5321323891;0.8458197611;0.8454030502;0.8458197611;0.8449785879;1.151220115;0.683982684;0.757995205;0.683982684;0.6853357552
6;0.3439384986;0.8957654723;0.8957164671;0.8957654723;0.8955854192;0.9163609087;0.7619047619;0.799430356;0.7619047619;0.7647775422
7;0.2984703211;0.8892508143;0.8903041671;0.8892508143;0.8895233307;1.118756728;0.7359307359;0.7748049338;0.7359307359;0.7391105452
8;0.4570549395;0.8534201954;0.8532414028;0.8534201954;0.8531797738;1.018446529;0.7619047619;0.7777780001;0.7619047619;0.7604241597
9;0.3729231493;0.878393051;0.8795388233;0.878393051;0.8787358341;1.28110558;0.7532467532;0.7979586581;0.7532467532;0.7403502692
10;0.3753183817;0.888165038;0.8876961907;0.888165038;0.8876949883;1.094042357;0.7532467532;0.784734061;0.7532467532;0.7519599922
11;0.329067252;0.9066232356;0.9065544184;0.9066232356;0.906419513;1.256317812;0.7272727273;0.7672769871;0.7272727273;0.734733158
