pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
19;4;4;0;0;0;0;0;2;0
5;8;0;0;0;1;1;3;1;10
3;0;7;3;4;3;3;5;0;1
2;0;4;9;1;5;3;2;2;1
2;0;3;2;12;0;6;3;0;0
0;0;1;7;2;14;1;2;1;0
0;2;1;5;3;1;14;2;0;1
2;0;1;2;2;5;2;14;0;1
15;3;2;0;0;0;0;0;7;2
7;2;0;0;0;0;2;1;0;17
