pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
23;0;0;1;0;2;0;2;1;0
4;14;0;1;0;3;2;2;0;3
1;1;5;1;12;5;1;2;1;0
3;0;5;4;2;8;3;2;0;2
0;1;6;1;7;5;3;4;1;0
1;0;1;4;3;13;3;3;0;0
0;1;4;3;1;4;15;0;0;1
5;1;0;3;3;4;1;11;0;1
12;3;1;0;0;2;0;0;7;4
2;10;0;0;1;2;4;3;0;7
