pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
14;0;2;4;7;0;0;2;0;0
0;7;0;14;3;1;0;2;2;0
8;1;2;10;4;0;0;3;1;0
4;2;1;18;1;0;0;1;1;1
3;0;0;4;14;0;0;2;4;1
3;1;1;8;6;1;0;6;2;0
3;0;3;3;11;0;0;6;3;0
1;1;1;12;5;0;0;8;1;0
1;1;0;13;7;0;0;3;4;0
3;0;2;8;6;0;0;10;0;0
