pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
10;0;10;0;7;1;0;0;1;0
0;16;3;0;9;1;0;0;0;0
1;1;14;0;11;0;0;0;1;1
2;1;13;1;9;0;0;0;2;1
1;0;8;0;14;2;0;0;3;0
3;3;13;0;8;0;0;0;1;0
0;0;8;0;18;1;0;0;1;1
0;4;6;1;10;1;0;0;0;7
1;2;10;0;11;0;0;0;5;0
0;4;10;1;10;2;0;0;1;1
