Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;4.17516488;0.1313789359;0.1302774135;0.1313789359;0.1293026278;2.836976655;0.1991341991;0.08611695575;0.1991341991;0.1096724019
2;3.19272355;0.1606948969;0.1566179108;0.1606948969;0.15727782;2.971171268;0.1558441558;0.03232698038;0.1558441558;0.05262993127
3;2.768419997;0.1856677524;0.1888535502;0.1856677524;0.1866535653;2.538489326;0.1991341991;0.1149863729;0.1991341991;0.1292957535
4;2.493673834;0.1878393051;0.1832161033;0.1878393051;0.184471044;3.142243878;0.1515151515;0.2556130613;0.1515151515;0.1030005774
5;2.805659309;0.1834961998;0.1847662116;0.1834961998;0.1827814972;2.354958121;0.2164502165;0.186435407;0.2164502165;0.1444209898
6;2.732288642;0.2160694897;0.2143994955;0.2160694897;0.213980697;2.856595302;0.2164502165;0.2448913312;0.2164502165;0.1502475738
7;2.964122302;0.1965255157;0.1992125605;0.1965255157;0.1971912068;2.851614889;0.1861471861;0.1784687612;0.1861471861;0.1310585474
8;2.791762919;0.2041259501;0.2038129687;0.2041259501;0.2031755822;3.28558766;0.1645021645;0.1348192348;0.1645021645;0.08488316423
9;2.690719898;0.1737242128;0.1714404772;0.1737242128;0.1719537451;2.547394244;0.1774891775;0.1634521998;0.1774891775;0.1357432761
10;2.735438863;0.210640608;0.2029222521;0.210640608;0.20596979;2.238235267;0.2554112554;0.3051717357;0.2554112554;0.1971055768
11;2.769726533;0.2019543974;0.1971485804;0.2019543974;0.1981277252;2.962598038;0.1861471861;0.1428337884;0.1861471861;0.1227943123
12;2.694437516;0.1965255157;0.1912490791;0.1965255157;0.1925066731;2.412367678;0.2597402597;0.2532471947;0.2597402597;0.2138278265
13;2.508333303;0.2497285559;0.2490433464;0.2497285559;0.2452288846;2.81692915;0.2207792208;0.2061510624;0.2207792208;0.1630423145
14;2.900282673;0.2008686211;0.1973695199;0.2008686211;0.1975864799;3.127459208;0.2207792208;0.1651872258;0.2207792208;0.1430942846
15;2.732169347;0.223669924;0.2195723092;0.223669924;0.2194051358;3.234348488;0.1904761905;0.184613962;0.1904761905;0.1415050465
