Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.311065028;0.2464712269;0.2389480714;0.2464712269;0.2413386362;1.973715234;0.2337662338;0.3096677225;0.2337662338;0.2099454865
2;1.972271007;0.3170466884;0.3081510343;0.3170466884;0.3112285904;1.716213612;0.3722943723;0.3373802049;0.3722943723;0.3331467016
3;1.927578295;0.3496199783;0.3403224067;0.3496199783;0.3435946502;1.849573215;0.316017316;0.3485867616;0.316017316;0.281496217
4;1.861848788;0.3713355049;0.3594157196;0.3713355049;0.3621143599;1.754259125;0.380952381;0.4543386675;0.380952381;0.3583457656
5;1.816131968;0.3745928339;0.3673315432;0.3745928339;0.3688688502;1.633021681;0.4199134199;0.4473867949;0.4199134199;0.4168842419
6;1.816692626;0.3887079262;0.3762584577;0.3887079262;0.380565383;1.843030576;0.3766233766;0.3610550284;0.3766233766;0.3272282667
7;1.728207725;0.4006514658;0.3909033122;0.4006514658;0.3934635894;1.780831321;0.3593073593;0.3702607939;0.3593073593;0.3268022881
8;1.771508155;0.3963083605;0.3876831452;0.3963083605;0.3910679253;1.65819844;0.3766233766;0.4514653263;0.3766233766;0.3723751871
9;1.776578769;0.4125950054;0.3995468087;0.4125950054;0.4025726249;1.622021107;0.4415584416;0.4641416484;0.4415584416;0.4261142791
10;1.746815932;0.4234527687;0.4196342443;0.4234527687;0.4197324648;1.591123239;0.4242424242;0.5437117271;0.4242424242;0.4177022524
11;1.671752337;0.4299674267;0.4223139671;0.4299674267;0.4242603147;1.622586926;0.4025974026;0.4028577746;0.4025974026;0.3837878115
12;1.728173153;0.4006514658;0.3889528539;0.4006514658;0.3934715584;1.853006975;0.341991342;0.3594466269;0.341991342;0.3108001182
13;1.756190035;0.4245385451;0.4161699351;0.4245385451;0.4189151338;1.614487227;0.4329004329;0.5316571934;0.4329004329;0.4175416568
14;1.751228357;0.4049945711;0.3956984926;0.4049945711;0.3978871716;1.530367704;0.4502164502;0.4617478098;0.4502164502;0.436286674
15;1.794648814;0.4104234528;0.4061120446;0.4104234528;0.407071538;1.622781583;0.4025974026;0.4559515637;0.4025974026;0.3906792242
16;1.743196161;0.4093376764;0.4010945049;0.4093376764;0.40229842;1.623636671;0.4285714286;0.4697895561;0.4285714286;0.4105010892
17;1.690247299;0.4288816504;0.4152001996;0.4288816504;0.4209177705;1.778088721;0.3506493506;0.4754747997;0.3506493506;0.3505027049
18;1.700809571;0.4234527687;0.4149438811;0.4234527687;0.4178103504;1.683253741;0.380952381;0.4334452753;0.380952381;0.3780138132
19;1.6275772;0.434310532;0.4253037408;0.434310532;0.4277662628;1.614537243;0.4372294372;0.5408548538;0.4372294372;0.4265455514
