Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.290603751;0.2377850163;0.2318407914;0.2377850163;0.2335754559;1.916496293;0.2987012987;0.3235376829;0.2987012987;0.2614719038
2;1.834004702;0.3604777416;0.3518081511;0.3604777416;0.3549274829;1.80909795;0.3896103896;0.4261798609;0.3896103896;0.3619830576
3;1.856188482;0.3659066232;0.3519873911;0.3659066232;0.3551489504;1.743158905;0.3722943723;0.4165262825;0.3722943723;0.3352441469
4;1.801340843;0.3767643865;0.3644777556;0.3767643865;0.3683450556;1.835897748;0.3636363636;0.4513590145;0.3636363636;0.3511311896
5;1.775249311;0.4060803474;0.3960333849;0.4060803474;0.3992148971;1.555320326;0.4502164502;0.4267873176;0.4502164502;0.434820789
6;1.710366165;0.4104234528;0.4018715924;0.4104234528;0.404360805;1.697078856;0.4329004329;0.4322624932;0.4329004329;0.4002334867
7;1.703258691;0.4212812161;0.4148007525;0.4212812161;0.4163070508;1.879621712;0.354978355;0.35477542;0.354978355;0.3350928241
8;1.757939944;0.3767643865;0.3677429113;0.3767643865;0.3708395411;1.641409858;0.4242424242;0.4764565885;0.4242424242;0.4090071442
9;1.717160266;0.4136807818;0.3995695874;0.4136807818;0.4035237458;1.767105087;0.4199134199;0.4625045956;0.4199134199;0.3926230314
10;1.683369218;0.4267100977;0.4220729067;0.4267100977;0.4229669715;1.585246694;0.4415584416;0.4471873819;0.4415584416;0.4245728962
