pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
26;0;1;0;0;1;0;0;1;0
1;16;4;1;2;3;1;0;0;1
3;1;20;0;2;0;1;1;1;0
3;2;1;8;2;6;3;1;1;2
1;1;3;0;11;5;3;1;1;2
3;0;3;2;1;17;0;0;2;0
2;0;5;4;3;4;8;1;2;0
3;3;2;1;3;2;0;11;1;3
4;0;2;3;6;3;1;0;8;2
0;0;3;2;7;4;1;2;4;6
