pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
27;0;0;0;0;0;0;0;1;1
0;27;0;0;0;0;1;0;0;1
0;0;24;1;1;0;1;0;1;1
0;1;3;15;0;3;1;0;5;1
0;1;0;0;19;1;1;0;1;5
2;0;0;0;0;23;2;0;1;0
1;0;0;0;0;0;28;0;0;0
0;0;0;0;2;1;0;23;2;1
1;1;0;1;1;4;0;0;19;2
0;0;1;1;1;0;1;1;0;24
