[[18  0  7  4  0  0  0  0  0  0]
 [ 2 18  4  1  4  0  0  0  0  0]
 [ 4  0 21  1  0  0  0  1  1  1]
 [ 1  0  2 16  3  4  1  2  0  0]
 [ 1  1  3  1 13  2  1  1  1  4]
 [ 2  1  1  5  3  8  2  0  3  3]
 [ 5  1  4  3  2  3  6  0  3  2]
 [ 2  1  1  0  5  0  0 18  0  2]
 [ 0  0  4  4  9  2  2  0  7  1]
 [ 1  2  1  4 10  1  1  1  1  7]]
