pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
27;0;0;0;0;0;1;0;1;0
0;28;0;0;0;0;0;0;1;0
0;0;25;0;0;0;0;0;3;1
0;0;0;26;0;0;0;1;2;0
0;0;0;0;26;0;0;0;0;2
1;0;0;0;0;25;0;0;2;0
0;0;0;0;0;0;28;0;1;0
0;2;0;0;1;0;0;22;0;4
0;0;0;0;1;1;0;0;27;0
0;0;0;0;2;1;0;0;0;26
