Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.284745775;0.1845819761;0.2748815431;0.1845819761;0.1624393225;2.229394039;0.5497835498;0.5358280971;0.5497835498;0.4951295756
2;2.16383874;0.5276872964;0.4836203782;0.5276872964;0.479099198;2.079578447;0.6363636364;0.6020432991;0.6363636364;0.5812817536
3;2.000731826;0.6210640608;0.6117227608;0.6210640608;0.5937022834;1.908718753;0.6926406926;0.6474786571;0.6926406926;0.6305748632
4;1.814619646;0.7394136808;0.7359392046;0.7394136808;0.7238620817;1.725131226;0.7532467532;0.7620123874;0.7532467532;0.7232682409
5;1.61715036;0.7578718784;0.7618794552;0.7578718784;0.7253291959;1.539677803;0.7619047619;0.7828205775;0.7619047619;0.7299347819
6;1.412749358;0.8371335505;0.8397175889;0.8371335505;0.8229571567;1.322327471;0.8354978355;0.8457003226;0.8354978355;0.8213525781
7;1.198159532;0.8957654723;0.8970801279;0.8957654723;0.8927074169;1.157462966;0.8398268398;0.8535414758;0.8398268398;0.8315788699
8;1.004303416;0.9163952226;0.9260374869;0.9163952226;0.9125840131;0.9815760334;0.8787878788;0.8876192524;0.8787878788;0.8738278148
9;0.8382368036;0.9239956569;0.9309600893;0.9239956569;0.9210083573;0.823198088;0.9090909091;0.9177274501;0.9090909091;0.9087574133
10;0.698310257;0.9435396308;0.9455472864;0.9435396308;0.9424666181;0.7178582788;0.8917748918;0.9030696576;0.8917748918;0.8863437045
11;0.5791009577;0.9554831705;0.9575916971;0.9554831705;0.9544279762;0.6342116912;0.9264069264;0.9332885665;0.9264069264;0.9266484744
12;0.477961792;0.9685124864;0.9696651763;0.9685124864;0.9681750635;0.5870027463;0.9090909091;0.9150968258;0.9090909091;0.9071378107
13;0.4035217968;0.9793702497;0.980377709;0.9793702497;0.9792189067;0.4858968218;0.9350649351;0.9407815337;0.9350649351;0.9353024335
14;0.3337231651;0.9826275787;0.9828158255;0.9826275787;0.982492854;0.4495823284;0.9264069264;0.9293867244;0.9264069264;0.9261289346
15;0.2802310365;0.9891422367;0.9893470602;0.9891422367;0.9890976788;0.4057216009;0.9393939394;0.9432565991;0.9393939394;0.9402229631
16;0.2355866836;0.993485342;0.9936460833;0.993485342;0.9934841872;0.3776626388;0.9307359307;0.9330399319;0.9307359307;0.9305548089
17;0.1929828268;0.9956568947;0.995726448;0.9956568947;0.9956565739;0.3494811287;0.9350649351;0.9412888699;0.9350649351;0.9361499604
18;0.1683049768;0.996742671;0.9968005493;0.996742671;0.9967423823;0.3498617768;0.9393939394;0.9479328752;0.9393939394;0.9397985986
19;0.1465594796;0.996742671;0.996754346;0.996742671;0.9967426389;0.292568173;0.9480519481;0.9513524777;0.9480519481;0.9482894705
20;0.1177948754;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2921921551;0.9523809524;0.9569661675;0.9523809524;0.9530107689
21;0.1045393814;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2787149946;0.9480519481;0.9522101089;0.9480519481;0.9482972311
22;0.08903713569;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2490595082;0.9523809524;0.9556729267;0.9523809524;0.9528225435
23;0.07704051552;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2537588606;0.9523809524;0.9569849078;0.9523809524;0.9531157144
24;0.06908571181;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2535172641;0.9480519481;0.9541371609;0.9480519481;0.9490401064
25;0.06182738939;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2490685026;0.9307359307;0.9404061148;0.9307359307;0.9321015898
26;0.05542489565;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2218276968;0.9480519481;0.9499918272;0.9480519481;0.9480603958
27;0.04910160868;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2139844333;0.9567099567;0.9601823062;0.9567099567;0.9571495011
28;0.04413338073;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2146125476;0.9567099567;0.9588824597;0.9567099567;0.9568292113
29;0.04019660647;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2093588278;0.9653679654;0.9688567126;0.9653679654;0.9659057566
30;0.03612625413;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.1975800579;0.9567099567;0.9586922739;0.9567099567;0.9567332643
31;0.03398938474;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.2091761529;0.961038961;0.963407524;0.961038961;0.9613424286
32;0.03044253234;1;1;1;1;0.2042341287;0.9567099567;0.9599855333;0.9567099567;0.9571538738
33;0.02781029604;1;1;1;1;0.1874508098;0.9653679654;0.9688567126;0.9653679654;0.9659057566
34;0.02605416957;1;1;1;1;0.1925233757;0.9567099567;0.9588824597;0.9567099567;0.9568292113
35;0.0239473896;1;1;1;1;0.1990172883;0.9523809524;0.9573784536;0.9523809524;0.9532075418
36;0.02191236236;1;1;1;1;0.1832997774;0.9567099567;0.9588988574;0.9567099567;0.9569274582
37;0.02054503533;1;1;1;1;0.1910523335;0.9480519481;0.952494107;0.9480519481;0.9489115319
38;0.01920664347;1;1;1;1;0.1781431859;0.9653679654;0.9675568661;0.9653679654;0.9655854669
39;0.01826429595;1;1;1;1;0.1843445192;0.9523809524;0.9549980164;0.9523809524;0.9528509001
40;0.01662053537;1;1;1;1;0.171300594;0.9567099567;0.9588988574;0.9567099567;0.9569274582
41;0.01523950845;1;1;1;1;0.1794652944;0.9653679654;0.9688567126;0.9653679654;0.9659057566
42;0.01446356992;1;1;1;1;0.1779712384;0.9567099567;0.9601823062;0.9567099567;0.9571495011
43;0.01374776427;1;1;1;1;0.1812371885;0.9567099567;0.9595237937;0.9567099567;0.9572761045
44;0.01292291309;1;1;1;1;0.1859246249;0.9567099567;0.961510685;0.9567099567;0.9575409189
45;0.01233702212;1;1;1;1;0.1664464732;0.961038961;0.9628409031;0.961038961;0.9612724778
46;0.01125814242;1;1;1;1;0.1672798162;0.9653679654;0.9688567126;0.9653679654;0.9659057566
47;0.01092361269;1;1;1;1;0.16401388;0.9653679654;0.9675568661;0.9653679654;0.9655854669
48;0.01029979879;1;1;1;1;0.168665424;0.961038961;0.9643309354;0.961038961;0.961581125
49;0.01022128407;1;1;1;1;0.1711366296;0.9523809524;0.9560500748;0.9523809524;0.952816124
50;0.009478922315;1;1;1;1;0.1601677105;0.961038961;0.963408237;0.961038961;0.9612544158
