Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.284960776;0.1704668838;0.2827362569;0.1704668838;0.1491866815;2.223556232;0.5454545455;0.6359456652;0.5454545455;0.5063214029
2;2.145291575;0.5635179153;0.5640663215;0.5635179153;0.5323652046;2.049337737;0.6017316017;0.4920357296;0.6017316017;0.5238937751
3;1.954523623;0.6449511401;0.6692226804;0.6449511401;0.6201381588;1.84701426;0.6536796537;0.6460943132;0.6536796537;0.6146049422
4;1.755803712;0.6992399566;0.6991153182;0.6992399566;0.6764508864;1.655471865;0.6926406926;0.7220060391;0.6926406926;0.663878238
5;1.537857824;0.7502714441;0.7489181203;0.7502714441;0.7309134798;1.491407943;0.7272727273;0.722561161;0.7272727273;0.7019520451
6;1.339550505;0.8067318132;0.806286386;0.8067318132;0.790179897;1.312392056;0.7489177489;0.7486562644;0.7489177489;0.734338347
7;1.183168852;0.8338762215;0.835429957;0.8338762215;0.8211860253;1.178270503;0.8181818182;0.8447016965;0.8181818182;0.8101503974
8;1.040569147;0.8740499457;0.8745493411;0.8740499457;0.8665987446;1.0639539;0.8311688312;0.832115518;0.8311688312;0.8269890358
9;0.9157320621;0.8925081433;0.8905158323;0.8925081433;0.88774678;0.9657080452;0.8614718615;0.8686616863;0.8614718615;0.8622357168
10;0.8126917163;0.9196525516;0.9192681731;0.9196525516;0.9176899927;0.9141870221;0.8787878788;0.8848051299;0.8787878788;0.8739498235
11;0.7150041882;0.9424538545;0.9417222613;0.9424538545;0.9416132323;0.7895121574;0.8961038961;0.9003032321;0.8961038961;0.8972373959
12;0.5969607527;0.9565689468;0.956673112;0.9565689468;0.9561430608;0.7401924352;0.8831168831;0.8921218874;0.8831168831;0.8848451873
13;0.5225141901;0.9728555917;0.9729687906;0.9728555917;0.972761481;0.6948361119;0.8831168831;0.8917553351;0.8831168831;0.8842696537
14;0.438169448;0.9761129207;0.9760680195;0.9761129207;0.9760043772;0.6005001465;0.9177489177;0.9214078268;0.9177489177;0.9175094814
15;0.3540323171;0.9826275787;0.9827074731;0.9826275787;0.9826265097;0.5384295046;0.9177489177;0.9206371399;0.9177489177;0.9172366565
16;0.2911279695;0.9880564604;0.9881115068;0.9880564604;0.9880199589;0.5087018728;0.9004329004;0.906682471;0.9004329004;0.9016595432
17;0.2424775318;0.9945711183;0.994581095;0.9945711183;0.9945407689;0.470518144;0.9264069264;0.9286589745;0.9264069264;0.9259720586
18;0.2150600094;0.993485342;0.9935079137;0.993485342;0.9934731849;0.4430125783;0.9134199134;0.9190884882;0.9134199134;0.9145522447
19;0.1792413931;0.9956568947;0.9956799881;0.9956568947;0.9956567664;0.4127929509;0.9134199134;0.9169727098;0.9134199134;0.9138820593
20;0.1406327927;0.996742671;0.9967424144;0.996742671;0.9967367057;0.3970661849;0.9047619048;0.9133959452;0.9047619048;0.9065329827
21;0.1156934032;0.9978284473;0.9978401224;0.9978284473;0.9978284153;0.3994502604;0.9177489177;0.9220764509;0.9177489177;0.9179670692
22;0.1023712541;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.3859384219;0.9047619048;0.9149228166;0.9047619048;0.9064370617
23;0.08659228053;0.9989142237;0.9989258987;0.9989142237;0.9989141916;0.3494067192;0.9177489177;0.9221597594;0.9177489177;0.9184913191
24;0.07345180419;1;1;1;1;0.3589528481;0.9090909091;0.9141390494;0.9090909091;0.9100968164
25;0.06778751937;1;1;1;1;0.3432539185;0.9134199134;0.9219598583;0.9134199134;0.9146904626
26;0.05810004338;1;1;1;1;0.3410595809;0.9177489177;0.9224772197;0.9177489177;0.91857575
27;0.05175345577;1;1;1;1;0.3297431365;0.9220779221;0.9249186672;0.9220779221;0.9221321878
28;0.0460368039;1;1;1;1;0.3309350158;0.9090909091;0.9150157339;0.9090909091;0.9100028353
29;0.04062501486;1;1;1;1;0.3261783525;0.9134199134;0.9207403989;0.9134199134;0.9146007454
30;0.03768178882;1;1;1;1;0.3245930786;0.9177489177;0.9216838925;0.9177489177;0.9179001577
31;0.03309992701;1;1;1;1;0.3154492478;0.9090909091;0.9119467972;0.9090909091;0.9091569544
32;0.02946020618;1;1;1;1;0.3133228227;0.9090909091;0.9125426514;0.9090909091;0.9089837116
33;0.02619958688;1;1;1;1;0.3058929001;0.9177489177;0.9206040929;0.9177489177;0.9178088227
34;0.02441934334;1;1;1;1;0.308581765;0.9090909091;0.914909434;0.9090909091;0.9096559236
35;0.02270854923;1;1;1;1;0.3126458064;0.9090909091;0.915344745;0.9090909091;0.9096954396
36;0.02087812103;1;1;1;1;0.292532517;0.9177489177;0.9208399097;0.9177489177;0.9178480917
37;0.01931551685;1;1;1;1;0.2949015692;0.9134199134;0.917189116;0.9134199134;0.9134854156
38;0.0178338634;1;1;1;1;0.2953321834;0.9134199134;0.9173890742;0.9134199134;0.9138508117
39;0.01652721784;1;1;1;1;0.3061829269;0.9090909091;0.9155046413;0.9090909091;0.9099634694
40;0.0160153473;1;1;1;1;0.2897576133;0.9220779221;0.9248081637;0.9220779221;0.9221876092
41;0.01436588555;1;1;1;1;0.2918895287;0.9177489177;0.9208399097;0.9177489177;0.9178480917
42;0.01363114557;1;1;1;1;0.2913450835;0.9177489177;0.9204971796;0.9177489177;0.9181004269
43;0.01286948418;1;1;1;1;0.2911034107;0.9134199134;0.9178697631;0.9134199134;0.9136734048
44;0.01204484825;1;1;1;1;0.2902104112;0.9090909091;0.9133228092;0.9090909091;0.9091297562
45;0.01122443211;1;1;1;1;0.2813212241;0.9264069264;0.9282231405;0.9264069264;0.9265110162
46;0.01052567672;1;1;1;1;0.2798195171;0.9177489177;0.9213541429;0.9177489177;0.9178205604
47;0.00991100398;1;1;1;1;0.2793343206;0.9220779221;0.9248905201;0.9220779221;0.9224347698
48;0.009421302367;1;1;1;1;0.2811226169;0.9177489177;0.9209418568;0.9177489177;0.9178319498
49;0.008930867795;1;1;1;1;0.2819117442;0.9220779221;0.9248081637;0.9220779221;0.9221876092
50;0.008417110184;1;1;1;1;0.2852657291;0.9047619048;0.9099528458;0.9047619048;0.9047310673
