pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
22;0;0;4;1;0;0;0;1;1
0;26;1;1;0;0;0;1;0;0
3;1;17;5;1;2;0;0;0;0
1;1;2;16;0;3;0;1;1;4
0;0;0;0;17;2;0;0;0;9
3;1;0;7;0;9;0;2;3;3
1;1;5;1;4;4;9;0;3;1
0;0;0;1;2;1;0;21;0;4
1;1;3;6;2;3;0;2;7;4
0;0;3;1;2;0;0;3;0;20
