pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
22;0;1;0;0;2;0;0;2;2
0;23;0;0;4;1;0;0;0;1
1;0;24;1;0;2;0;0;1;0
0;0;2;18;0;5;0;0;2;2
0;0;1;0;18;3;0;0;1;5
1;0;2;0;2;21;0;0;1;1
1;0;0;0;2;0;23;0;3;0
0;0;0;0;1;0;0;22;0;6
0;1;1;1;0;3;0;0;15;8
0;0;0;0;5;2;0;2;0;20
