Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;1.893318279;0.5244299674;0.5259291098;0.5244299674;0.5238249272;0.9561191301;0.7142857143;0.7669460031;0.7142857143;0.7154378501
2;0.6191960645;0.8121606949;0.8136682914;0.8121606949;0.8127275554;1.014018575;0.7532467532;0.7866084781;0.7532467532;0.7525578815
3;0.4738652376;0.8479913138;0.8490345526;0.8479913138;0.8482742758;0.9717337688;0.7445887446;0.8040860544;0.7445887446;0.7468780932
4;0.4322849077;0.8599348534;0.8612596017;0.8599348534;0.8603420894;1.256713291;0.6926406926;0.7645739337;0.6926406926;0.6665727797
5;0.4475697271;0.8577633008;0.8571031207;0.8577633008;0.8571504844;0.9298331638;0.7705627706;0.8221549021;0.7705627706;0.7739846587
6;0.3572073502;0.878393051;0.8800264487;0.878393051;0.8788131514;0.9493433515;0.7922077922;0.8210863302;0.7922077922;0.7925048103
7;0.4154125935;0.8718783931;0.8721422912;0.8718783931;0.8719136887;1.026983658;0.7965367965;0.8326829961;0.7965367965;0.797438252
8;0.5610599942;0.8447339848;0.846325695;0.8447339848;0.845116852;1.311849527;0.7489177489;0.7902405215;0.7489177489;0.7460900731
9;0.5311890926;0.8512486428;0.8508544707;0.8512486428;0.8504754283;1.685124167;0.7359307359;0.7909074843;0.7359307359;0.7327194164
10;0.5704298297;0.8393051031;0.8416344097;0.8393051031;0.840066423;1.262298773;0.7489177489;0.7824310947;0.7489177489;0.7507410567
