pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
22;1;0;1;1;0;4;0;0;0
0;29;0;0;0;0;0;0;0;0
0;0;19;0;3;0;7;0;0;0
0;3;0;22;0;2;1;0;0;1
0;2;0;1;20;0;1;1;0;3
1;1;0;2;1;20;3;0;0;0
0;0;0;0;0;0;29;0;0;0
0;5;0;1;3;0;0;18;0;2
1;2;1;6;1;4;3;0;10;1
0;0;0;1;4;0;1;4;0;19
