Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.102262992;0.3984799131;0.4631218629;0.3984799131;0.3888362779;1.892079806;0.6103896104;0.7295171383;0.6103896104;0.5876232399
2;1.734688165;0.7372421281;0.7660356418;0.7372421281;0.7353639034;1.59293584;0.7316017316;0.7799017437;0.7316017316;0.7250189605
3;1.465858712;0.8078175896;0.8199995971;0.8078175896;0.8062789736;1.375083518;0.7445887446;0.784729203;0.7445887446;0.7421971082
4;1.271399475;0.8175895765;0.827471052;0.8175895765;0.8172003829;1.216096083;0.7922077922;0.8137234426;0.7922077922;0.7907874078
5;1.122020198;0.8371335505;0.8442609431;0.8371335505;0.8368877481;1.09776208;0.7792207792;0.806819652;0.7792207792;0.7797780872
6;1.0084408;0.8403908795;0.8471659893;0.8403908795;0.8398952631;1.007879849;0.7922077922;0.8136543651;0.7922077922;0.7919462919
7;0.9223377294;0.8447339848;0.8512115979;0.8447339848;0.844459198;0.9374037306;0.8008658009;0.8197449683;0.8008658009;0.8002804528
8;0.8523737274;0.8566775244;0.8624737484;0.8566775244;0.8566894721;0.8808823029;0.8008658009;0.8225115648;0.8008658009;0.8002287512
9;0.7924111455;0.8599348534;0.865948664;0.8599348534;0.8601145798;0.8338044802;0.8051948052;0.8250852368;0.8051948052;0.8046040626
10;0.7437608273;0.8653637351;0.8705601997;0.8653637351;0.8652092924;0.7943030516;0.8138528139;0.8361958148;0.8138528139;0.8139761426
