Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.120068538;0.3496199783;0.407323095;0.3496199783;0.3359631682;1.916517893;0.6493506494;0.6633973225;0.6493506494;0.6424677641
2;1.759247893;0.7220412595;0.7253628031;0.7220412595;0.7188425682;1.621680721;0.7272727273;0.7347036455;0.7272727273;0.7195700724
3;1.494554322;0.7589576547;0.7752977914;0.7589576547;0.7561803611;1.40738523;0.7619047619;0.7611801312;0.7619047619;0.7575499686
4;1.302467139;0.7871878393;0.7897700143;0.7871878393;0.7855179433;1.247234945;0.7532467532;0.7593694185;0.7532467532;0.7489004333
5;1.161301979;0.792616721;0.7960964827;0.792616721;0.789399451;1.127590621;0.7662337662;0.7666100791;0.7662337662;0.7625853309
6;1.052762201;0.8067318132;0.8086666222;0.8067318132;0.8058607468;1.037967543;0.7748917749;0.7833957329;0.7748917749;0.7720969513
7;0.9653157993;0.8251900109;0.8303263036;0.8251900109;0.8252049176;0.9626163443;0.7662337662;0.7691519447;0.7662337662;0.7621943838
8;0.8954574887;0.8295331162;0.8306101888;0.8295331162;0.8288471955;0.9041165749;0.7792207792;0.7835857954;0.7792207792;0.7768368819
9;0.8437648816;0.8403908795;0.8445234495;0.8403908795;0.8407889355;0.8562155465;0.7835497835;0.7899969729;0.7835497835;0.7818505514
10;0.7952491867;0.8458197611;0.8500752177;0.8458197611;0.8460402934;0.8159556409;0.8008658009;0.8095623201;0.8008658009;0.7992077453
