pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
24;0;0;2;0;0;3;0;0;0
1;21;0;6;1;0;0;0;0;0
0;0;6;0;15;0;8;0;0;0
1;4;0;19;5;0;0;0;0;0
0;0;1;1;22;0;4;0;0;0
0;0;0;0;0;6;0;6;1;15
3;0;3;1;15;0;7;0;0;0
0;0;0;0;0;1;0;22;0;6
0;0;0;0;1;0;1;0;26;1
0;0;0;0;0;0;0;1;0;28
