[[24  1  1  0  2  0  1  0  0  0]
 [ 0 24  3  0  1  0  1  0  0  0]
 [ 0  0 14  0 13  0  2  0  0  0]
 [ 0  3  0 12 13  0  1  0  0  0]
 [ 0  0  0  0 26  1  1  0  0  0]
 [ 0  0  0  0  0 20  0  2  0  6]
 [ 4  0  6  0 11  0  8  0  0  0]
 [ 0  0  0  0  0  3  0 23  0  3]
 [ 0  0  1  0  0  0  0  0 28  0]
 [ 0  0  0  0  0  0  0  1  0 28]]
