Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;1.513541237;0.5711183496;0.5682074968;0.5711183496;0.5694194981;0.8794002543;0.7272727273;0.760552195;0.7272727273;0.7283264677
2;0.9017953441;0.7209554832;0.7224984897;0.7209554832;0.7207938691;1.163330439;0.7012987013;0.7275763683;0.7012987013;0.6770667824
3;0.9938138025;0.7274701412;0.7259449077;0.7274701412;0.7265217327;1.158006565;0.683982684;0.6920642799;0.683982684;0.6647479126
4;0.8079808843;0.7687296417;0.77042105;0.7687296417;0.7694916961;1.239369877;0.7229437229;0.7750720843;0.7229437229;0.7139640474
5;0.8031582723;0.7741585233;0.7740264901;0.7741585233;0.7738850215;1.43835059;0.6666666667;0.7432121142;0.6666666667;0.6644355324
6;0.8436776389;0.773072747;0.7728472359;0.773072747;0.7728180734;1.086794909;0.7619047619;0.7907038492;0.7619047619;0.7609713622
