Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;19.29761124;0.102062975;0.1020139263;0.102062975;0.101949317;17.34831467;0.1082251082;0.1009707106;0.1082251082;0.08168675708
2;12.13975778;0.2877307275;0.287567444;0.2877307275;0.2873697272;19.26262493;0.1645021645;0.2300266348;0.1645021645;0.1557783209
3;9.377934213;0.4125950054;0.4109466167;0.4125950054;0.4116042266;25.1117686;0.1168831169;0.2046463773;0.1168831169;0.0973162968
4;9.616455282;0.4647122693;0.4652995779;0.4647122693;0.4647807889;26.92051557;0.1428571429;0.1373058866;0.1428571429;0.1246483418
5;8.037805985;0.5331161781;0.5337327581;0.5331161781;0.5331923665;31.54199435;0.1125541126;0.1080126288;0.1125541126;0.08564182158
6;9.54087234;0.555917481;0.5572407946;0.555917481;0.5562619422;34.84543966;0.1082251082;0.2239913489;0.1082251082;0.1155774572
