pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
14;4;3;3;1;1;3;0;0;0
5;8;6;1;3;3;1;2;0;0
6;3;8;5;2;4;0;1;0;0
8;2;5;2;5;3;1;3;0;0
8;2;5;2;4;5;1;1;0;0
8;3;6;4;3;2;0;2;0;0
8;2;4;1;2;7;1;4;0;0
6;7;7;0;4;2;0;3;0;0
6;1;9;3;3;4;1;2;0;0
6;2;11;2;5;2;0;1;0;0
