######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-40                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: DenseBaseline                                                                                          #
# SUBSET    : 4/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=16, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# =================================================================                                                  #
# Layer (type:depth-idx)                   Param #                                                                   #
# =================================================================                                                  #
# DenseBaseline                            --                                                                        #
# ├─Flatten: 1-1                           --                                                                        #
# ├─Linear: 1-2                            2,570                                                                     #
# =================================================================                                                  #
# Total params: 2,570                                                                                                #
# Trainable params: 2,570                                                                                            #
# Non-trainable params: 0                                                                                            #
# =================================================================                                                  #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
|  029/050|  0.3954|  0.9142|  0.9145|  0.9142|  0.9141|  0.5021|  0.8831|  0.8872|  0.8831|  0.8821|
|  030/050|  0.3900|  0.9153|  0.9153|  0.9153|  0.9149|  0.4955|  0.8788|  0.8820|  0.8788|  0.8770|
|  031/050|  0.3822|  0.9153|  0.9154|  0.9153|  0.9151|  0.4902|  0.8788|  0.8820|  0.8788|  0.8770|
|  032/050|  0.3755|  0.9175|  0.9173|  0.9175|  0.9171|  0.4859|  0.8788|  0.8820|  0.8788|  0.8770|
|  033/050|  0.3656|  0.9218|  0.9221|  0.9218|  0.9218|  0.4774|  0.8918|  0.8942|  0.8918|  0.8912|
|  034/050|  0.3598|  0.9207|  0.9209|  0.9207|  0.9205|  0.4746|  0.8831|  0.8854|  0.8831|  0.8816|
|  035/050|  0.3535|  0.9229|  0.9229|  0.9229|  0.9227|  0.4706|  0.8831|  0.8866|  0.8831|  0.8828|
|  036/050|  0.3488|  0.9186|  0.9184|  0.9186|  0.9183|  0.4671|  0.8874|  0.8898|  0.8874|  0.8857|
|  037/050|  0.3425|  0.9240|  0.9243|  0.9240|  0.9239|  0.4638|  0.8874|  0.8898|  0.8874|  0.8859|
|  038/050|  0.3401|  0.9262|  0.9263|  0.9262|  0.9260|  0.4576|  0.8874|  0.8898|  0.8874|  0.8857|
|  039/050|  0.3312|  0.9262|  0.9265|  0.9262|  0.9261|  0.4548|  0.8961|  0.8991|  0.8961|  0.8952|
|  040/050|  0.3286|  0.9262|  0.9263|  0.9262|  0.9261|  0.4513|  0.8874|  0.8904|  0.8874|  0.8869|
|  041/050|  0.3230|  0.9305|  0.9305|  0.9305|  0.9304|  0.4483|  0.8918|  0.8948|  0.8918|  0.8912|
|  042/050|  0.3166|  0.9316|  0.9320|  0.9316|  0.9316|  0.4437|  0.8918|  0.8948|  0.8918|  0.8912|
|  043/050|  0.3139|  0.9327|  0.9328|  0.9327|  0.9326|  0.4406|  0.8918|  0.8948|  0.8918|  0.8912|
|  044/050|  0.3083|  0.9305|  0.9307|  0.9305|  0.9304|  0.4379|  0.8918|  0.8948|  0.8918|  0.8912|
|  045/050|  0.3033|  0.9327|  0.9329|  0.9327|  0.9326|  0.4374|  0.8918|  0.8948|  0.8918|  0.8912|
|  046/050|  0.3007|  0.9327|  0.9328|  0.9327|  0.9326|  0.4322|  0.8918|  0.8948|  0.8918|  0.8912|
|  047/050|  0.2958|  0.9359|  0.9362|  0.9359|  0.9359|  0.4306|  0.8918|  0.8948|  0.8918|  0.8912|
|  048/050|  0.2931|  0.9370|  0.9372|  0.9370|  0.9369|  0.4263|  0.8918|  0.8948|  0.8918|  0.8912|
|  049/050|  0.2884|  0.9370|  0.9373|  0.9370|  0.9370|  0.4238|  0.8918|  0.8948|  0.8918|  0.8912|
|  050/050|  0.2854|  0.9370|  0.9372|  0.9370|  0.9370|  0.4228|  0.8918|  0.8948|  0.8918|  0.8912|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.3807                                                                                                 #
# ACCURACY  : 0.8958                                                                                                 #
# PRECISION : 0.8960                                                                                                 #
# RECALL    : 0.8958                                                                                                 #
# F1        : 0.8951                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[28  0  0  0  0  0  1  0  0  0]                                                                                   #
#  [ 0 29  0  0  0  0  0  0  0  0]                                                                                   #
#  [ 1  0 26  0  1  0  1  0  0  0]                                                                                   #
#  [ 1  0  0 28  0  0  0  0  0  0]                                                                                   #
#  [ 0  0  0  0 25  0  1  0  0  2]                                                                                   #
#  [ 0  0  0  1  0 23  1  0  2  1]                                                                                   #
#  [ 0  0  1  0  1  1 26  0  0  0]                                                                                   #
#  [ 1  0  0  0  1  0  0 26  0  1]                                                                                   #
#  [ 0  0  1  1  0  3  0  1 22  1]                                                                                   #
#  [ 1  0  0  0  0  0  0  2  1 25]]                                                                                  #
######################################################################################################################
