pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
1;6;2;3;6;4;0;0;2;5
0;3;0;2;9;2;0;0;6;7
0;3;0;2;10;3;1;1;3;6
0;6;0;2;5;5;0;0;4;7
0;5;0;2;7;3;0;0;2;9
1;3;0;3;10;1;0;1;4;5
0;4;2;3;7;3;1;0;4;5
0;2;5;1;9;2;3;0;3;4
0;3;2;2;10;2;0;2;3;5
0;2;1;1;13;1;1;0;4;6
