Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;1.829006924;0.5287730727;0.5284345323;0.5287730727;0.5278965128;0.7660955817;0.7575757576;0.781159495;0.7575757576;0.7577871286
2;0.6696638931;0.8078175896;0.808167602;0.8078175896;0.8075942011;1.079033179;0.7489177489;0.8112137071;0.7489177489;0.7326570132
3;0.679436961;0.7969598263;0.7972607392;0.7969598263;0.7964926523;0.8535346131;0.7619047619;0.8128117061;0.7619047619;0.7613003312
4;0.3777617494;0.8718783931;0.8735837291;0.8718783931;0.8723825923;0.7975783159;0.7922077922;0.8269503778;0.7922077922;0.7940128257
5;0.4245032743;0.8610206298;0.8613260673;0.8610206298;0.8610328662;0.728098915;0.8138528139;0.8240976916;0.8138528139;0.8143231906
6;0.4248347063;0.8577633008;0.8575580372;0.8577633008;0.8574241495;1.004493042;0.7835497835;0.8251706383;0.7835497835;0.7833828199
7;0.3981189973;0.8621064061;0.8615651154;0.8621064061;0.8617000017;0.8497860154;0.8051948052;0.8257592236;0.8051948052;0.7976589051
8;0.4218573094;0.8718783931;0.8729152064;0.8718783931;0.8722763537;1.094956502;0.7575757576;0.7856960247;0.7575757576;0.7460668743
9;0.375618293;0.8870792617;0.8865355416;0.8870792617;0.886567515;1.081813667;0.7965367965;0.8279175475;0.7965367965;0.8010720087
10;0.4032906997;0.88165038;0.8819211352;0.88165038;0.8816809149;1.087109404;0.7965367965;0.8296082273;0.7965367965;0.7902247542
