pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
24;0;2;0;0;0;1;1;0;1
0;15;3;0;7;0;2;2;0;0
0;0;26;0;0;0;0;1;1;1
1;0;10;2;4;0;1;6;3;2
0;0;4;0;14;0;1;3;0;6
1;1;1;3;8;1;3;3;5;2
1;2;7;1;6;0;10;2;0;0
0;0;1;0;3;0;1;20;1;3
1;0;6;0;4;0;2;7;9;0
0;1;1;0;8;0;0;6;0;13
