[[23  0  1  0  0  1  0  1  3  0]
 [ 0 14  0  1  1  1  0  5  7  0]
 [ 5  0 11  0  2  1  1  0  5  4]
 [ 1  0  0 10  1  2  1  4  9  1]
 [ 0  0  0  0 11  2  0  4  7  4]
 [ 1  1  0  0  2 11  0  4  6  3]
 [ 1  1  1  1  6  1 12  1  3  2]
 [ 0  0  0  0  4  2  1 19  2  1]
 [ 1  0  0  2  4  4  0  3 14  1]
 [ 1  0  0  0  7  2  0  5  6  8]]
