pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
23;0;1;1;0;3;0;1;0;0
0;26;0;0;1;2;0;0;0;0
4;0;12;0;3;10;0;0;0;0
2;1;0;10;0;13;0;0;3;0
0;2;1;2;15;6;0;0;0;2
0;3;1;5;0;18;0;0;1;0
0;6;1;3;1;9;8;0;1;0
3;2;0;1;12;5;0;5;0;1
0;3;0;5;1;14;0;0;6;0
1;3;0;2;6;11;0;0;2;4
