[[19  0  2  2  2  1  0  0  3  0]
 [ 0 17  4  2  0  0  4  0  2  0]
 [ 0  0 19  3  0  0  0  0  7  0]
 [ 0  0  2 17  0  0  2  0  8  0]
 [ 0  0  1  2 10  0  0  2 12  1]
 [ 0  0  1  9  2 10  1  0  5  0]
 [ 0  0  3  1  5  0 19  0  1  0]
 [ 0  0  0  2  0  0  0 19  5  3]
 [ 1  0  1  4  1  2  0  0 19  1]
 [ 1  0  1  2  3  1  0  7 10  4]]
