pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
13;3;3;7;0;2;0;0;0;1
0;25;0;1;0;0;0;0;2;1
0;1;14;2;1;0;6;1;0;4
0;1;0;20;0;0;3;1;0;4
0;2;2;2;8;1;1;0;0;12
0;1;0;5;1;13;2;1;0;5
0;1;2;7;1;1;13;0;0;4
0;0;0;2;0;4;2;11;0;10
0;6;2;9;0;1;2;0;0;9
0;2;1;1;2;2;0;0;0;21
