Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.279245631;0.1302931596;0.07970937659;0.1302931596;0.05694272349;2.239706099;0.2943722944;0.4163536722;0.2943722944;0.2418295689
2;2.156805817;0.3507057546;0.5783115305;0.3507057546;0.305048586;2.037094355;0.4458874459;0.5337337359;0.4458874459;0.3956637901
3;1.813063375;0.5765472313;0.6813106104;0.5765472313;0.5649144652;1.524109989;0.7056277056;0.7585611745;0.7056277056;0.6894741596
4;1.219002652;0.7176981542;0.7294361206;0.7176981542;0.7124854759;0.9904702455;0.7359307359;0.7968114954;0.7359307359;0.7315414863
5;0.8285835028;0.7654723127;0.7651697954;0.7654723127;0.7632541858;0.7073163539;0.8095238095;0.826022829;0.8095238095;0.8099090712
6;0.6271441638;0.8132464712;0.8117956639;0.8132464712;0.8112107851;0.5909829363;0.8181818182;0.8548261527;0.8181818182;0.817195133
7;0.5510732591;0.8284473398;0.8291788813;0.8284473398;0.8276795392;0.5459014401;0.8311688312;0.8507372139;0.8311688312;0.8311483864
8;0.4875474672;0.8360477742;0.8350811399;0.8360477742;0.8352697024;0.4881420285;0.8354978355;0.8502690981;0.8354978355;0.8336700332
9;0.4278849423;0.8631921824;0.8621192173;0.8631921824;0.8621871336;0.45083718;0.8701298701;0.8794668556;0.8701298701;0.8706214198
10;0.3961648077;0.8773072747;0.8784493103;0.8773072747;0.8774699469;0.4006898254;0.8787878788;0.8883548222;0.8787878788;0.8786171094
11;0.3466039101;0.8892508143;0.8897306111;0.8892508143;0.8890307381;0.4411271662;0.8917748918;0.9073380837;0.8917748918;0.8911996863
12;0.332812054;0.888165038;0.8895686241;0.888165038;0.8882992605;0.4173934832;0.8658008658;0.8912971276;0.8658008658;0.8651916934
13;0.3097899814;0.8968512486;0.8969278741;0.8968512486;0.8966597936;0.3635158055;0.8831168831;0.8941342784;0.8831168831;0.883733856
14;0.2923376083;0.9163952226;0.9162381672;0.9163952226;0.9159897907;0.3303858973;0.8744588745;0.8940554088;0.8744588745;0.8763650193
15;0.2767397741;0.9153094463;0.9157252865;0.9153094463;0.9152048612;0.3380422592;0.8874458874;0.9059109025;0.8874458874;0.8901341462
16;0.2499487201;0.9196525516;0.9199462154;0.9196525516;0.919466397;0.3041186631;0.9004329004;0.9095813398;0.9004329004;0.9015076187
17;0.2262648801;0.9315960912;0.9327122699;0.9315960912;0.9315566178;0.3077506348;0.8961038961;0.9067465398;0.8961038961;0.8961880637
18;0.2103296384;0.9315960912;0.9317294228;0.9315960912;0.9314092201;0.2765904292;0.9047619048;0.9126751435;0.9047619048;0.9049882395
19;0.2381862039;0.9185667752;0.9191921535;0.9185667752;0.9186370832;0.3267295659;0.8831168831;0.9009851346;0.8831168831;0.8848813797
20;0.1858617331;0.9402823018;0.9402290108;0.9402823018;0.9401331144;0.2711759135;0.8961038961;0.9085548725;0.8961038961;0.8974893604
21;0.1816008901;0.9381107492;0.9382787669;0.9381107492;0.9378682218;0.264137907;0.9090909091;0.9214935241;0.9090909091;0.9115411494
22;0.1728941088;0.9467969598;0.9476985267;0.9467969598;0.9470378066;0.2448313311;0.9220779221;0.927420307;0.9220779221;0.9225899171
23;0.1497334301;0.9533116178;0.9533612096;0.9533116178;0.9531902514;0.2519591004;0.9177489177;0.9258910017;0.9177489177;0.9190820586
24;0.1594834829;0.9478827362;0.9483115741;0.9478827362;0.9476661196;0.2684044093;0.9090909091;0.9167257813;0.9090909091;0.9096312726
25;0.1496660106;0.9467969598;0.9471990263;0.9467969598;0.9466890509;0.2747778632;0.9177489177;0.9254403207;0.9177489177;0.9190471831
26;0.1400107652;0.9511400651;0.9512334644;0.9511400651;0.9508652202;0.3555487506;0.8917748918;0.9242271322;0.8917748918;0.897608864
27;0.157098076;0.9467969598;0.9467424849;0.9467969598;0.946626548;0.2692620028;0.9177489177;0.9304214963;0.9177489177;0.9196655175
