Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.299418926;0.1129207383;0.06158750898;0.1129207383;0.06535657449;2.282115936;0.1038961039;0.01805530151;0.1038961039;0.03023709616
2;2.242799505;0.1791530945;0.3269778662;0.1791530945;0.1081407281;2.214933395;0.1558441558;0.08696092418;0.1558441558;0.09376119283
3;2.144220241;0.2432138979;0.2214482477;0.2432138979;0.195617264;2.163007259;0.2294372294;0.2311140348;0.2294372294;0.2071437576
4;2.054672615;0.2768729642;0.3054495491;0.2768729642;0.2592559202;2.09010911;0.2510822511;0.2028838574;0.2510822511;0.2069567506
5;1.992910862;0.2909880565;0.2984044546;0.2909880565;0.2616314514;2.072173744;0.2683982684;0.3066501659;0.2683982684;0.2639745044
6;1.923860375;0.3170466884;0.3364050893;0.3170466884;0.3033922066;2.018193036;0.303030303;0.2928952952;0.303030303;0.2817454493
7;1.855915578;0.345276873;0.3389484226;0.345276873;0.3311402317;2.009493262;0.2943722944;0.2794843282;0.2943722944;0.2694082963
8;1.799063023;0.3539630836;0.3430879967;0.3539630836;0.3409258587;2.007000655;0.3073593074;0.3279851025;0.3073593074;0.2949156458
9;1.749615367;0.3941368078;0.3910736623;0.3941368078;0.3830162385;2.021677643;0.316017316;0.3667319536;0.316017316;0.3003116966
10;1.714801232;0.3897937025;0.3931488004;0.3897937025;0.3819778739;1.946507573;0.3203463203;0.3618161092;0.3203463203;0.3068734153
11;1.683497731;0.4082519001;0.4025767826;0.4082519001;0.3996811377;1.97521767;0.341991342;0.3483347461;0.341991342;0.3287704114
12;1.617363675;0.4191096634;0.4189050725;0.4191096634;0.4124890063;1.905399173;0.3722943723;0.3926055292;0.3722943723;0.371565531
13;1.576931874;0.4549402823;0.4500173338;0.4549402823;0.4498644577;1.915305972;0.341991342;0.3589782393;0.341991342;0.3340659669
14;1.530772877;0.4744842562;0.4740506982;0.4744842562;0.472180987;1.901754051;0.3766233766;0.4320167855;0.3766233766;0.3677414749
15;1.526205524;0.4625407166;0.4625080204;0.4625407166;0.4556736479;1.924382985;0.3463203463;0.3609799342;0.3463203463;0.3398570314
16;1.48136754;0.4940282302;0.4937017486;0.4940282302;0.4902258117;1.869211614;0.3593073593;0.3795744338;0.3593073593;0.3590014794
17;1.45682896;0.5059717698;0.5076572913;0.5059717698;0.5027878075;1.917097002;0.3333333333;0.3532558907;0.3333333333;0.329784639
18;1.427737904;0.5027144408;0.5010922509;0.5027144408;0.4978623859;1.908860534;0.3593073593;0.3867789479;0.3593073593;0.351959003
19;1.384801722;0.5342019544;0.5293600815;0.5342019544;0.5299383818;1.889181644;0.3636363636;0.3933215277;0.3636363636;0.3665109967
20;1.34380312;0.5472312704;0.5487924551;0.5472312704;0.5425691935;1.960376829;0.354978355;0.4132488846;0.354978355;0.3507504862
21;1.330821077;0.5602605863;0.5681813572;0.5602605863;0.5569441113;1.972969264;0.3463203463;0.3719181958;0.3463203463;0.3376637455
