pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
13;1;1;1;1;1;2;3;6;0
0;8;1;2;0;0;7;2;1;8
6;0;8;4;3;1;4;2;1;0
2;1;3;7;3;2;7;3;1;0
3;1;3;1;5;1;6;6;1;1
1;0;0;3;6;7;4;6;1;0
1;2;1;3;3;0;15;3;0;1
1;1;0;6;3;2;3;12;0;1
7;1;1;2;1;2;0;0;11;4
1;6;2;3;1;0;2;1;2;11
