pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
8;1;3;1;0;2;1;6;5;2
0;11;0;2;0;1;4;1;2;8
1;0;9;0;4;1;9;1;1;3
0;2;3;6;4;4;4;6;0;0
0;0;9;3;6;0;3;5;2;0
0;2;3;4;5;8;2;4;0;0
0;1;2;1;5;3;14;2;0;1
0;2;2;4;2;1;3;13;1;1
5;2;2;0;3;2;2;1;10;2
0;8;0;1;1;1;1;3;2;12
