pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
13;0;2;0;4;0;0;1;8;1
0;9;0;1;2;2;3;1;3;8
6;0;7;4;6;2;3;1;0;0
2;1;1;2;8;3;7;1;1;3
2;0;2;2;12;2;4;1;1;2
1;0;0;9;3;8;4;2;1;0
1;2;2;0;2;2;18;1;0;1
1;0;0;2;8;1;9;8;0;0
3;2;1;1;0;0;1;0;16;5
0;6;0;1;1;1;2;1;4;13
