Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;2.297056135;0.108577633;0.07039144675;0.108577633;0.06711762578;2.27956152;0.1645021645;0.2050852306;0.1645021645;0.09842236005
2;2.239937862;0.2041259501;0.3525907604;0.2041259501;0.1321788493;2.232997179;0.1688311688;0.1099122995;0.1688311688;0.1149820224
3;2.14358387;0.233441911;0.2165607186;0.233441911;0.2115223517;2.245517612;0.1645021645;0.1325509917;0.1645021645;0.1279287578
4;2.088407262;0.2616720955;0.3592751392;0.2616720955;0.2335286272;2.200449407;0.2424242424;0.2277049249;0.2424242424;0.2036266944
5;2.02436502;0.2953311618;0.2971977214;0.2953311618;0.2674391961;2.161322594;0.2034632035;0.2011847398;0.2034632035;0.1860118331
6;1.988665636;0.2877307275;0.2961286713;0.2877307275;0.2784048397;2.11850813;0.2554112554;0.2333472936;0.2554112554;0.2393539113
7;1.90155522;0.3246471227;0.3315107137;0.3246471227;0.30706716;2.123717695;0.2207792208;0.2234819707;0.2207792208;0.1903282486
8;1.870905511;0.3398479913;0.3454894301;0.3398479913;0.3366518689;2.079414874;0.2337662338;0.2259223117;0.2337662338;0.2212329519
9;1.805858938;0.3756786102;0.3745209058;0.3756786102;0.3681894562;2.075547129;0.2294372294;0.2291509606;0.2294372294;0.19984065
10;1.771458697;0.3593919653;0.3618025934;0.3593919653;0.356102853;2.065855116;0.29004329;0.271392259;0.29004329;0.2565269741
11;1.753431034;0.4039087948;0.3999720783;0.4039087948;0.3959238436;2.015604168;0.2597402597;0.2750109438;0.2597402597;0.2579486559
12;1.677127536;0.4353963084;0.4338814687;0.4353963084;0.4323177133;2.006333649;0.2813852814;0.2944173209;0.2813852814;0.2773773296
13;1.625295758;0.437567861;0.4365930374;0.437567861;0.4340360647;2.042615056;0.2683982684;0.2694165575;0.2683982684;0.2454617691
14;1.589369043;0.4527687296;0.4509447608;0.4527687296;0.4501611482;2.028106451;0.2813852814;0.2730615442;0.2813852814;0.2703115729
15;1.52774229;0.4842562432;0.487321492;0.4842562432;0.4818644597;2.043225765;0.2597402597;0.2694345555;0.2597402597;0.2479126761
16;1.534015997;0.4744842562;0.4828991636;0.4744842562;0.4743904347;2.006325513;0.2640692641;0.2703107153;0.2640692641;0.2630707839
17;1.482223558;0.4918566775;0.4942192322;0.4918566775;0.4881962774;2.030307442;0.2467532468;0.2482784596;0.2467532468;0.2247812724
