Epoch;TrLoss;TrAcc;TrPrec;TrRec;TrF1;VaLoss;VaAcc;VaPrec;VaRec;VaF1
1;-0.1165804714;0.115092291;0.03336678844;0.115092291;0.04239392264;-0.1589727012;0.1601731602;0.03199258775;0.1601731602;0.05301694191
2;-0.1490452995;0.1596091205;0.03266349354;0.1596091205;0.05398052806;-0.1475967636;0.1471861472;0.03484954026;0.1471861472;0.05323802496
3;-0.1611191484;0.1682953312;0.08327595588;0.1682953312;0.0596830878;-0.1589457187;0.1558441558;0.03193070726;0.1558441558;0.0522446716
4;-0.1636162173;0.1693811075;0.06087105574;0.1693811075;0.06741111803;-0.1453695327;0.1255411255;0.05094359816;0.1255411255;0.07168952942
5;-0.1766516837;0.1834961998;0.1008203764;0.1834961998;0.08669650964;-0.1692518021;0.1645021645;0.03474840572;0.1645021645;0.05707674919
6;-0.1864298438;0.1976112921;0.1387333888;0.1976112921;0.1076180496;-0.1782211001;0.1774891775;0.1563251943;0.1774891775;0.08707019249
7;-0.1897067928;0.1932681868;0.2581305534;0.1932681868;0.09855530538;-0.1809930647;0.1774891775;0.1564646645;0.1774891775;0.08765196792
8;-0.197710204;0.2052117264;0.1865316529;0.2052117264;0.1206364828;-0.182317252;0.1818181818;0.1253836177;0.1818181818;0.09412670518
9;-0.1994470197;0.2041259501;0.2629208826;0.2041259501;0.1095256304;-0.1763699537;0.1774891775;0.1613016613;0.1774891775;0.08711172427
10;-0.2028110492;0.207383279;0.2016136581;0.207383279;0.1165822218;-0.1864507283;0.1948051948;0.2262692705;0.1948051948;0.1064715399
11;-0.2160282316;0.220412595;0.1629282502;0.220412595;0.12704635;-0.2026852389;0.2034632035;0.2315661124;0.2034632035;0.1275440844
12;-0.187056315;0.1943539631;0.1218797579;0.1943539631;0.1291849961;-0.1960904015;0.2077922078;0.07316367843;0.2077922078;0.09942190226
13;-0.1917861142;0.1997828447;0.2578477372;0.1997828447;0.1037504922;-0.1833455632;0.1818181818;0.1987734488;0.1818181818;0.09000227927
14;-0.2036216704;0.2084690554;0.1704997804;0.2084690554;0.1123035431;-0.2293063551;0.2380952381;0.2019011152;0.2380952381;0.1388120593
15;-0.1846913151;0.1878393051;0.101868347;0.1878393051;0.1258866544;-0.101190472;0.09956709957;0.009913607316;0.09956709957;0.01803183693
16;-0.1004199987;0.09989142237;0.009978296263;0.09989142237;0.01814414779;-0.1011904726;0.09956709957;0.009913607316;0.09956709957;0.01803183693
17;-0.1001716326;0.1009771987;0.1098805646;0.1009771987;0.02031027943;-0.1011904743;0.09956709957;0.009913607316;0.09956709957;0.01803183693
18;-0.1010713043;0.1009771987;0.1098805646;0.1009771987;0.02031027943;-0.1011904844;0.09956709957;0.009913607316;0.09956709957;0.01803183693
19;-0.100290963;0.1009771987;0.1098805646;0.1009771987;0.02031027943;-0.101190602;0.09956709957;0.009913607316;0.09956709957;0.01803183693
