pred_0;pred_1;pred_2;pred_3;pred_4;pred_5;pred_6;pred_7;pred_8;pred_9
0;0;12;2;0;0;0;0;0;15
0;0;9;3;0;0;0;0;0;17
0;0;25;3;0;0;0;0;0;1
0;0;15;8;0;0;0;0;0;6
0;0;21;5;0;0;0;0;0;2
0;0;14;6;0;0;0;0;0;8
0;0;16;7;0;0;0;0;0;6
0;0;12;7;0;0;0;0;0;10
0;0;13;1;0;0;0;0;0;15
0;0;5;2;0;0;0;0;0;22
